case,cores,status,seconds,single,makespan,speedup,selected,plan,error
case_023,4,ok,9.531047821044922,122614,30712,3.9923808283407136,r4_struct_edgegsa_from_r4_gate025_pack12_reassign_a01+r1_edgegsa_b0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_023_4core.json,
case_024,4,ok,81.4718120098114,2555343,1239238,2.062027633110024,level_strong_1024_8,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_024_4core.json,
case_025,4,ok,427.44430017471313,4863026,1217444,3.9944555971362954,wcc_active4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_025_4core.json,
case_026,4,ok,7.318511486053467,99203,41655,2.3815388308726444,wcc_active3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_026_4core.json,
case_027,4,ok,8.137011051177979,2363952,559196,4.227412213249022,wcc_active4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_027_4core.json,
case_028,4,ok,764.867317199707,43836040,10281930,4.263405800272906,level_strong_1024_8,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_028_4core.json,
case_029,4,ok,9.226173877716064,37555,11028,3.405422560754443,wcc_active4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_029_4core.json,
case_030,4,ok,313.2742245197296,2808034,697930,4.023374837018039,r4_gate025_pack12_reassign_a01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_030_4core.json,
case_031,4,ok,205.29375195503235,1414369,358136,3.9492511224786115,r4_gate025_pack30_reassign_a01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_031_4core.json,
case_032,4,ok,10.212263822555542,41443,11615,3.5680585449849334,r4_struct_edgegsa_from_r4_gate025_pack12_reassign_a01+r1_edgegsa_b0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_032_4core.json,
case_033,4,ok,80.49960660934448,1774196,439819,4.0339230456164925,r4_gate025_pack12_reassign_a01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_033_4core.json,
case_034,4,ok,79.61550426483154,842996,204740,4.117397675100127,reassign_0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_034_4core.json,
case_035,4,ok,68.70329213142395,169571,58512,2.898055099808586,reassign_2,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_035_4core.json,
case_036,4,ok,15.037432193756104,931510,233584,3.987901568600589,wcc_active4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_036_4core.json,
case_037,4,ok,5.362372159957886,210001,53320,3.938503375843961,wcc_active4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_037_4core.json,
case_038,4,ok,237.57691311836243,1364555,338764,4.028040169557568,r4_struct_edgegsa_from_r4_gate025_pack12_reassign_a01+r1_edgegsa_b0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_038_4core.json,
case_039,4,ok,181.56264090538025,1435262,393709,3.645489435090384,clusterphase_aggressive_96_0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_039_4core.json,
case_040,4,ok,50.38834571838379,253454,86578,2.9274642518884706,reassign_0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_040_4core.json,
case_041,4,ok,1336.682694196701,6003957,1484770,4.04369498306135,level_aggressive_160_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_041_4core.json,
case_042,4,ok,164.99830555915833,1686740,420976,4.0067367260841475,r4_struct_edgegsa_from_r4_gate025_pack12_reassign_a01+r1_edgegsa_b0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_042_4core.json,
case_043,4,ok,272.952721118927,677656,197332,3.434090770883587,r4_gate025_pack12_reassign_a01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_043_4core.json,
case_044,4,ok,21.89534330368042,154407,66569,2.319503072000481,v7_active3_strong96+task_sa_b0.02,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_044_4core.json,
case_045,4,ok,8.169713497161865,125614,31878,3.940460505677897,wcc_active4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_045_4core.json,
case_046,4,ok,14.848579406738281,276455,111360,2.4825341235632186,v7_active3_strong96+task_sa_b0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_046_4core.json,
case_047,4,ok,541.5615622997284,326508,148474,2.1990920969327963,r2_gate025_plus_slackpack_aggressive_160_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_047_4core.json,
case_048,4,ok,22.098426580429077,222220,110817,2.0052879973289297,level_aggressive_160_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_048_4core.json,
case_049,4,ok,78.0226538181305,196276,63378,3.0969105998927073,r4_gate025_pack20_reassign_a1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_049_4core.json,
case_050,4,ok,87.95978713035583,149690,49266,3.038403767304023,r4_gate025_pack12_reassign_a01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_050_4core.json,
case_051,4,ok,11.841514587402344,607628,295141,2.0587719090197565,level_strong_1024_8,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_051_4core.json,
case_052,4,ok,13.428518056869507,180301,47097,3.828290549291887,r4_struct_edgegsa_from_r4_gate025_pack12_reassign_a01+r1_edgegsa_b0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_052_4core.json,
case_053,4,ok,394.0715832710266,1472686,436065,3.377216699345281,r2_gate025_plus_slackpack_aggressive_160_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_053_4core.json,
case_054,4,ok,678.202853679657,815051,276231,2.950613797872071,r2_gate025_plus_reassign_0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_054_4core.json,
case_055,4,ok,13.829752445220947,118835,30210,3.9336312479311486,r4_struct_edgegsa_from_r4_gate025_pack12_reassign_a01+r1_edgegsa_b0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_055_4core.json,
case_056,4,ok,184.13828444480896,277285,90375,3.0681604426002766,reassign_0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_056_4core.json,
case_057,4,ok,10.80008840560913,59726,16971,3.5192976253609096,r2_gate025_plus_reassign_slackprio_0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_057_4core.json,
case_058,4,ok,894.3667087554932,4539717,1154519,3.9321284448328697,wcc_active4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_058_4core.json,
case_059,4,ok,18.47473645210266,829473,185216,4.478408992743607,wcc_active4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_059_4core.json,
case_060,4,ok,155.9432532787323,888789,206693,4.300044026648218,r2_gate025_plus_slackpack_aggressive_160_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_060_4core.json,
case_061,4,ok,16.917853593826294,77191,23025,3.352486427795874,level_aggressive_160_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_061_4core.json,
case_062,4,ok,676.0369529724121,2854809,729629,3.91268576221614,reassign_0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_062_4core.json,
case_063,4,ok,115.95698666572571,1070397,279285,3.8326333315430476,reassign_0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_063_4core.json,
case_064,4,ok,22.20312523841858,19116,10244,1.866067942210074,v7_micro64_b40+task_sa_b0.5+task_gsa_b0.02,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_064_4core.json,
case_065,4,ok,6.624298572540283,53068,14339,3.7009554362228885,r4_struct_edgegsa_from_r4_gate025_pack12_reassign_a01+r1_edgegsa_b0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_065_4core.json,
case_066,4,ok,142.9324598312378,359070,107789,3.331230459508855,r4_gate025_pack12_reassign_a01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_066_4core.json,
case_067,4,ok,154.81120085716248,63834834,16508498,3.8667863060588554,reassign_0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_067_4core.json,
case_068,4,ok,124.37956070899963,362095,126293,2.867102689776947,r2_gate025_plus_slackpack_aggressive_160_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_068_4core.json,
case_069,4,ok,27.82732319831848,25144,12167,2.0665735185337386,r4_struct_edgegsa_from_r4_gate025_pack12_reassign_a01+r1_edgegsa_b0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_069_4core.json,
case_070,4,ok,13.601324796676636,117300,32737,3.5831016892201486,r4_struct_edgegsa_from_r4_gate025_pack20_reassign_a0+r1_edgegsa_b0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_070_4core.json,
case_071,4,ok,17.6451199054718,18919,9293,2.0358334230065642,reassign_0.1+task_sa_b0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_071_4core.json,
case_072,4,ok,5148.431862592697,23897828,5888396,4.058461421412554,reassign_1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_072_4core.json,
case_073,4,ok,65.09871888160706,10081626,3358195,3.002096662046129,reassign_0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_073_4core.json,
case_074,4,ok,83.64912939071655,1682239,411112,4.091923855299773,r4_gate025_pack12_reassign_a01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_074_4core.json,
case_075,4,ok,187.25084900856018,1441809,461419,3.1247282838374666,r2_gate025_plus_reassign_0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_075_4core.json,
case_076,4,ok,7652.736932516098,6185113,1525277,4.055075242070784,reassign_0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_076_4core.json,
case_077,4,ok,94.42415642738342,495320,133324,3.7151600612042843,r4_gate025_pack20_reassign_a1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_077_4core.json,
case_078,4,ok,5.127179861068726,2296143,619540,3.706206217516222,level_aggressive_160_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_078_4core.json,
case_079,4,ok,672.2719106674194,31052251,7362600,4.217565941379404,reassign_0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_079_4core.json,
case_080,4,ok,13.073079824447632,292138,100325,2.9119162721156244,wcc_active3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_080_4core.json,
case_081,4,ok,35.04072141647339,151795,39588,3.834369000707285,wcc_active4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_081_4core.json,
case_082,4,ok,77.99217867851257,721041,242274,2.9761385868892245,r4_gate025_pack20_reassign_a3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_082_4core.json,
case_083,4,ok,37.519991874694824,1057993,308023,3.4347857140538207,level_strong_1024_8,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_083_4core.json,
case_084,4,ok,124.74467706680298,2507412,629028,3.986169137144928,wcc_active4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_084_4core.json,
case_085,4,ok,953.1350350379944,3187899,1046072,3.0474948187122877,level_aggressive_96_30,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_085_4core.json,
case_086,4,ok,110.92862510681152,118403,66466,1.7814070351758795,level_aggressive_160_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_086_4core.json,
case_087,4,ok,1969.2489428520203,3974071,1069661,3.715262125103187,wcc_active4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_087_4core.json,
case_088,4,ok,63.14100241661072,243623,83846,2.905600744221549,r1_slackgate_aggressive_160_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_088_4core.json,
case_089,4,ok,34.34186887741089,693092,178160,3.8902784014369107,wcc_active4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_089_4core.json,
case_090,4,ok,16.143342971801758,1178363,396391,2.972728946923618,v7_active3_strong96,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_090_4core.json,
case_091,4,ok,9858.411011219025,9186769,2297253,3.9990236164671455,r4_struct_edgegsa_from_r4_gate025_pack12_reassign_a01+r1_edgegsa_b0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_091_4core.json,
case_092,4,ok,441.986261844635,4815554,1112442,4.328813547133244,level_strong_1024_8,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_092_4core.json,
case_093,4,ok,3.6368632316589355,74205,19779,3.751706355225239,wcc_active4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_093_4core.json,
case_094,4,ok,7.442623138427734,94892,26119,3.6330640529882463,level_strong_128_12,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_094_4core.json,
case_095,4,ok,30.204232454299927,2084853,524422,3.9755254356224565,wcc_active4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_095_4core.json,
case_096,4,ok,19.563706398010254,84194,26984,3.120145271271865,wcc_active4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_096_4core.json,
case_097,4,ok,99.61938333511353,11491509,2581820,4.4509334500468665,r4_gate025_pack12_reassign_a01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_097_4core.json,
case_098,4,ok,19.26312565803528,177430,68196,2.6017654994427826,reassign_0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_098_4core.json,
case_099,4,ok,251.91914653778076,1622999,404906,4.008335267938731,r4_struct_edgegsa_from_r4_gate025_pack12_reassign_a01+r1_edgegsa_b0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_099_4core.json,
case_100,4,ok,21.570239543914795,151223,56167,2.6923816475866613,r1_reassign_slackprio_0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_100_4core.json,
case_001,5,ok,1.518005132675171,233110,47502,4.9073723211654245,wcc_active5,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_001_5core.json,
case_002,5,ok,18.66664433479309,261945,60598,4.322667414766164,level_strong_256_10,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_002_5core.json,
case_003,5,ok,504.98901867866516,602212,186695,3.225646107287287,r4_gate025_pack20_reassign_a3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_003_5core.json,
case_004,5,ok,3.493086814880371,392357,88341,4.441391879195391,wcc_active5,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_004_5core.json,
case_005,5,ok,82.78480887413025,95618,51076,1.8720729892708905,r4_gate025_pack12_reassign_a01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_005_5core.json,
case_006,5,ok,8.787109136581421,82837,24019,3.448811357675174,r4_struct_edgegsa_from_r4_gate025_pack12_reassign_a01+r1_edgegsa_b0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_006_5core.json,
case_007,5,ok,21.633289337158203,1012562,203834,4.967581463347626,wcc_active5,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_007_5core.json,
case_008,5,ok,2.6097798347473145,487605,100603,4.846823653370178,wcc_active5,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_008_5core.json,
case_009,5,ok,151.07308793067932,153261,48343,3.170283184742362,r4_gate025_pack12_reassign_a01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_009_5core.json,
case_010,5,ok,8.940056324005127,86969,24978,3.4818240051245097,r1_slackpack_strong_256_10,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_010_5core.json,
case_011,5,ok,5.025820732116699,184697,43913,4.205975451460843,level_strong_1024_8,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_011_5core.json,
case_012,5,ok,10.11608624458313,59088,14300,4.132027972027972,wcc_active5,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_012_5core.json,
case_013,5,ok,13.577987670898438,263949,54363,4.855305998565201,wcc_active5,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_013_5core.json,
case_014,5,ok,10619.726649284363,17698626,3625533,4.881661813587133,v7_micro64_b40,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_014_5core.json,
case_015,5,ok,9.85160231590271,177362,42141,4.20877530196246,level_aggressive_160_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_015_5core.json,
case_016,5,ok,574.3025524616241,7715523,3293532,2.3426288252247134,reassign_0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_016_5core.json,
case_017,5,ok,14.661369323730469,162810,35496,4.586713995943205,wcc_active5,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_017_5core.json,
case_018,5,ok,47.823063135147095,1004367,202471,4.960547436422994,r1_slackpack_aggressive_160_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_018_5core.json,
case_019,5,ok,4.83013391494751,81144,19307,4.202827989848242,level_aggressive_160_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_019_5core.json,
case_020,5,ok,51.42071557044983,532746,107650,4.948871342313051,wcc_active5,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_020_5core.json,
case_021,5,ok,53.736443758010864,6567937,1245210,5.274561720513006,clusterphase_strong_128_0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_021_5core.json,
case_022,5,ok,13.91739010810852,56780,11828,4.800473452823808,wcc_active5,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_022_5core.json,
case_023,5,ok,8.831377983093262,122614,25191,4.867373268230717,wcc_active5,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_023_5core.json,
case_024,5,ok,83.70126533508301,2555343,1091250,2.3416659793814434,reassign_0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_024_5core.json,
case_025,5,ok,418.84723377227783,4863026,975282,4.986276789687495,wcc_active5,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_025_5core.json,
case_026,5,ok,7.674086570739746,99203,41655,2.3815388308726444,wcc_active3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_026_5core.json,
case_027,5,ok,9.492645740509033,2363952,482057,4.903884810302516,v7_micro64_b40,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_027_5core.json,
case_028,5,ok,633.7878377437592,43836040,8277390,5.295877082027064,level_strong_256_10,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_028_5core.json,
case_029,5,ok,9.09778118133545,37555,9383,4.002451241607162,wcc_active5,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_029_5core.json,
case_030,5,ok,399.1199793815613,2808034,560441,5.0104007379902615,level_strong_256_10,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_030_5core.json,
case_031,5,ok,230.65429782867432,1414369,289756,4.881241458330457,r4_gate025_pack20_reassign_a3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_031_5core.json,
case_032,5,ok,8.756057024002075,41443,10272,4.034559968847352,level_aggressive_160_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_032_5core.json,
case_033,5,ok,82.28903317451477,1774196,358153,4.953737648435166,r1_slackpack_aggressive_160_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_033_5core.json,
case_034,5,ok,90.05826377868652,842996,169511,4.973104990236622,r4_gate025_pack30_reassign_a01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_034_5core.json,
case_035,5,ok,69.61881279945374,169571,50347,3.368045762408882,r2_heft_slackprio_g025_aggressive_160_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_035_5core.json,
case_036,5,ok,10.256114959716797,931510,187182,4.976493466252097,wcc_active5,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_036_5core.json,
